ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Beat,District
11768423,JC360631,07/22/2019 07:05:00 PM,019XX N MILWAUKEE AVE,0560,ASSAULT,SIMPLE,STREET,1434,014
11767195,JC359417,07/22/2019 08:00:00 AM,009XX W Fullerton Ave,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,1932,019
11767193,JC359180,07/21/2019 01:30:00 PM,008XX W AGATITE AVE,0890,THEFT,FROM BUILDING,APARTMENT,1914,019
11768421,JC361123,07/21/2019 10:35:00 PM,027XX N BOSWORTH AVE,0820,THEFT,$500 AND UNDER,STREET,1932,019
11768436,JC361410,07/21/2019 07:00:00 PM,021XX W BELMONT AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),1921,019
11767199,JC359452,07/20/2019 08:45:00 PM,053XX S HARPER AVE,0870,THEFT,POCKET-PICKING,STREET,0234,002
11771966,JC365089,07/07/2019 12:00:00 AM,003XX W WILLOW ST,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,1814,018
11767182,JC359165,07/20/2019 02:25:00 PM,007XX W JACKSON BLVD,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),1232,012
11765979,JC358608,07/20/2019 10:00:00 PM,033XX N PAULINA ST,0810,THEFT,OVER $500,SIDEWALK,1922,019
11771982,JC365220,06/06/2019 10:40:00 AM,021XX W JACKSON BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1225,012
11763800,JC356122,07/19/2019 07:52:00 PM,009XX N CHRISTIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,1121,011
11763825,JC355926,07/19/2019 12:59:00 PM,049XX S KOMENSKY AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,0815,008
11770772,JC364434,07/17/2019 07:23:00 PM,013XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,1433,014
11767171,JC359177,07/18/2019 10:10:00 PM,025XX W LYNDALE ST,0820,THEFT,$500 AND UNDER,STREET,1431,014
11762663,JC354197,07/18/2019 02:15:00 PM,014XX W GARFIELD BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0713,007
11762646,JC354048,07/18/2019 12:14:00 PM,081XX S KENWOOD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0411,004
11763819,JC355386,07/18/2019 10:05:00 PM,020XX S Calumet Ave,0810,THEFT,OVER $500,APARTMENT,0132,001
11768440,JC360639,05/22/2019 01:25:00 PM,001XX E ILLINOIS ST,0810,THEFT,OVER $500,RESIDENCE,1834,018
11760499,JC352109,07/17/2019 12:02:00 AM,0000X W IDA B WELLS DR,0860,THEFT,RETAIL THEFT,GAS STATION,0111,001
11768414,JC361541,07/16/2019 09:00:00 AM,009XX N LATROBE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,1524,015
11761106,JC352779,07/17/2019 02:30:00 PM,001XX W IDA B WELLS DR,0810,THEFT,OVER $500,CTA PLATFORM,0121,001
11762658,JC354454,07/17/2019 10:00:00 PM,012XX W SUNNYSIDE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,1913,019
11763833,JC355911,07/15/2019 12:40:00 AM,019XX N LINCOLN AVE,0890,THEFT,FROM BUILDING,APARTMENT,1814,018
11758295,JC349509,07/15/2019 10:17:00 AM,009XX W EASTMAN ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,1822,018
11761501,JC352392,07/15/2019 09:00:00 PM,010XX W IRVING PARK RD,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),1915,019
11761587,JC351552,07/15/2019 04:20:00 PM,009XX W EASTMAN ST,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,DEPARTMENT STORE,1822,018
11758966,JC349644,07/15/2019 12:00:00 AM,017XX N LAWNDALE AVE,0810,THEFT,OVER $500,RESIDENCE,2535,025
11765960,JC358658,04/10/2019 11:20:00 AM,011XX N MILWAUKEE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1213,012
11760252,JC350815,07/15/2019 10:20:00 AM,011XX S DELANO CT W,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0123,001
11760251,JC351277,07/15/2019 01:39:00 PM,008XX N MICHIGAN AVE,0810,THEFT,OVER $500,SIDEWALK,1833,018
11758979,JC349416,07/13/2019 11:45:00 PM,017XX E 56th St,0810,THEFT,OVER $500,TAXICAB,0235,002
11758982,JC350054,07/13/2019 08:00:00 AM,052XX S GREENWOOD AVE,0820,THEFT,$500 AND UNDER,APARTMENT,0233,002
11756618,JC347283,07/13/2019 02:30:00 PM,0000X E MONROE ST,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,0112,001
11760262,JC350847,07/13/2019 03:20:00 PM,0000X E MONROE ST,0880,THEFT,PURSE-SNATCHING,HOTEL/MOTEL,0112,001
11762652,JC353963,07/13/2019 07:45:00 PM,016XX W FARWELL AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,2431,024
11758976,JC350297,07/12/2019 04:00:00 PM,004XX E 34TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,0211,002
11754336,JC344004,07/10/2019 06:30:00 PM,004XX W DICKENS AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,1812,018
11753205,JC342600,07/10/2019 11:10:00 AM,054XX S HYDE PARK BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,0234,002
11760843,JC352430,07/03/2019 10:00:00 AM,0000X W IDA B WELLS DR,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,OTHER,0121,001
11758991,JC349529,06/18/2019 07:30:00 PM,011XX N CLARK ST,0820,THEFT,$500 AND UNDER,DRUG STORE,1824,018
11758988,JC349283,07/01/2019 08:10:00 PM,064XX N DAMEN AVE,0820,THEFT,$500 AND UNDER,APARTMENT,2412,024
11753191,JC342596,07/09/2019 02:56:00 PM,026XX W Chicago Ave,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1211,012
11753203,JC343050,07/09/2019 04:00:00 PM,053XX S Drexel Ave,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),0233,002
11751987,JC341624,07/08/2019 06:00:00 PM,034XX N ELAINE PL,0810,THEFT,OVER $500,APARTMENT,1925,019
11750837,JC340417,07/08/2019 11:00:00 AM,056XX N GLENWOOD AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,2013,020
11751974,JC341645,07/08/2019 06:00:00 PM,008XX N ASHLAND AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,1213,012
11751986,JC340878,07/08/2019 06:50:00 PM,023XX N Greenview Ave,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),1811,018
11751967,JC341128,07/07/2019 08:00:00 PM,040XX N AVERS AVE,0820,THEFT,$500 AND UNDER,STREET,1723,017
11749635,JC338567,07/06/2019 01:30:00 PM,042XX N Lincoln Ave,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1911,019
11749624,JC338851,07/06/2019 09:45:00 PM,0000X S STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GROCERY FOOD STORE,0112,001
11755545,JC345926,07/01/2019 12:00:00 PM,005XX W BARRY AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,1934,019
11755556,JC346098,01/11/2019 04:50:00 PM,044XX N KENNETH AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,1722,017
11749614,JC338402,07/05/2019 05:30:00 PM,063XX N SACRAMENTO AVE,0820,THEFT,$500 AND UNDER,ALLEY,2413,024
11747423,JC336004,07/05/2019 01:45:00 PM,015XX N CLAREMONT AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,1424,014
11753182,JC342590,03/16/2019 10:30:00 PM,035XX N CLARK ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,1924,019
11753183,JC342646,05/03/2019 11:30:00 PM,011XX W Lawrence Ave,0870,THEFT,POCKET-PICKING,OTHER,2033,020
11744786,JC333249,07/03/2019 03:10:00 PM,001XX W IDA B WELLS DR,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,CTA TRAIN,0121,001
11750803,JC339759,07/03/2019 10:40:00 AM,046XX N PAULINA ST,0890,THEFT,FROM BUILDING,APARTMENT,1912,019
11753198,JC342594,07/02/2019 11:30:00 PM,079XX S RHODES AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,0624,006
11743412,JC331338,07/02/2019 08:00:00 AM,009XX N CHRISTIANA AVE,0485,BATTERY,AGGRAVATED OF A CHILD,OTHER,1121,011
11745042,JC333400,07/02/2019 07:00:00 PM,004XX W BELDEN AVE,0810,THEFT,OVER $500,STREET,1812,018
11750575,JC340034,07/01/2019 01:00:00 AM,031XX W ROSCOE ST,0810,THEFT,OVER $500,RESIDENCE-GARAGE,1733,017
11750833,JC339764,03/26/2019 04:30:00 PM,002XX S CLARK ST,0820,THEFT,$500 AND UNDER,RESTAURANT,0122,001
11742656,JC330500,07/01/2019 02:34:00 PM,010XX W VAN BUREN ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1232,012
11745040,JC332579,07/01/2019 05:00:00 PM,013XX N Wells St,0810,THEFT,OVER $500,RESIDENCE-GARAGE,1821,018
11749639,JC338991,06/22/2019 06:30:00 PM,011XX W CORNELIA AVE,0890,THEFT,FROM BUILDING,APARTMENT,1924,019
11742688,JC330435,07/01/2019 01:00:00 PM,063XX N BELL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,2413,024
11743907,JC331181,07/01/2019 07:50:00 AM,037XX W AINSLIE ST,0820,THEFT,$500 AND UNDER,RESIDENCE,1712,017
11743929,JC331176,07/01/2019 02:16:00 AM,033XX W EASTWOOD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1713,017
11741382,JC328464,06/30/2019 12:30:00 AM,029XX N ALLEN AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),1412,014
11743911,JC331380,06/30/2019 09:00:00 PM,015XX W ELMDALE AVE,0820,THEFT,$500 AND UNDER,STREET,2013,020
11741399,JC328460,06/29/2019 05:17:00 PM,078XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,0624,006
11742676,JC329863,06/29/2019 01:10:00 PM,005XX W OAK ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,1823,018
11741396,JC328606,06/29/2019 10:00:00 PM,0000X E Ohio St,0810,THEFT,OVER $500,HOTEL/MOTEL,1834,018
11740265,JC327340,06/28/2019 11:00:00 AM,024XX N CANNON DR,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),1935,019
11741406,JC328949,06/28/2019 09:00:00 PM,024XX N CLARK ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,1935,019
11739097,JC325387,06/28/2019 12:00:00 AM,020XX W HURON ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1221,012
11742644,JC329936,06/28/2019 08:40:00 AM,046XX W North Ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,2533,025
11735370,JC321102,06/25/2019 09:55:00 AM,002XX E ILLINOIS ST,0810,THEFT,OVER $500,RESIDENCE,1834,018
11743935,JC331973,06/27/2019 11:00:00 PM,007XX W BITTERSWEET PL,0810,THEFT,OVER $500,APARTMENT,1915,019
11742660,JC329938,06/27/2019 10:00:00 AM,017XX N HOYNE AVE,0810,THEFT,OVER $500,APARTMENT,1434,014
11736555,JC323207,06/26/2019 02:47:00 PM,009XX W EASTMAN ST,0820,THEFT,$500 AND UNDER,STREET,1822,018
11737847,JC324111,06/26/2019 12:00:00 AM,028XX N PINE GROVE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,1934,019
11737813,JC324379,06/26/2019 01:45:00 PM,012XX N ASTOR ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,1824,018
11737848,JC324124,06/26/2019 07:45:00 PM,017XX W WEBSTER AVE,0810,THEFT,OVER $500,PARK PROPERTY,1432,014
11735380,JC321075,06/25/2019 12:01:00 AM,022XX N WAYNE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,1811,018
11736620,JC322297,06/25/2019 03:59:00 AM,033XX W EVERGREEN AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,1422,014
11737835,JC323824,06/25/2019 08:00:00 AM,039XX W EDDY ST,0810,THEFT,OVER $500,STREET,1732,017
11735358,JC320782,06/24/2019 06:20:00 PM,041XX S DREXEL BLVD,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),0214,002
11740271,JC327429,06/21/2019 01:30:00 AM,048XX N KENMORE AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,2024,020
11732931,JC318731,06/22/2019 10:00:00 PM,002XX W Van Buren St,0890,THEFT,FROM BUILDING,APARTMENT,0122,001
11732946,JC318348,06/22/2019 07:30:00 PM,037XX N HALSTED ST,0870,THEFT,POCKET-PICKING,STREET,1923,019
11734157,JC319234,06/22/2019 12:25:00 PM,0000X S CLINTON ST,0820,THEFT,$500 AND UNDER,OTHER,0121,001
11739098,JC325525,01/30/2019 09:00:00 AM,030XX W NEWPORT AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1733,017
11732007,JC317661,06/22/2019 09:45:00 PM,0000X W IDA B WELLS DR,0860,THEFT,RETAIL THEFT,GAS STATION,0111,001
11732955,JC318685,06/22/2019 08:15:00 PM,022XX N BISSELL ST,0870,THEFT,POCKET-PICKING,STREET,1812,018
11731525,JC316807,06/22/2019 09:30:00 AM,0000X W IDA B WELLS DR,0460,BATTERY,SIMPLE,SIDEWALK,0111,001
11730797,JC315783,06/21/2019 03:13:00 AM,022XX W MELROSE ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1921,019
11737846,JC323946,06/21/2019 01:30:00 AM,039XX N WESTERN AVE,0890,THEFT,FROM BUILDING,APARTMENT,1921,019
11737825,JC324713,06/21/2019 12:00:00 PM,038XX N SHEFFIELD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1923,019
11737827,JC324328,06/20/2019 01:10:00 PM,002XX N CLARK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),0122,001
11730777,JC315532,06/20/2019 09:00:00 PM,041XX W CORNELIA AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),1731,017
11729693,JC314801,06/20/2019 03:35:00 PM,017XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,1931,019
11728589,JC313318,06/19/2019 07:15:00 AM,057XX W Eastwood Ave,0820,THEFT,$500 AND UNDER,STREET,1622,016
11729676,JC313899,06/19/2019 08:00:00 PM,046XX W DIVERSEY AVE,0870,THEFT,POCKET-PICKING,OTHER,2521,025
11728608,JC312860,06/19/2019 05:20:00 AM,001XX W MADISON ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,0122,001
11730785,JC315258,06/19/2019 12:45:00 PM,061XX N FAIRFIELD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,2413,024
11728600,JC312835,06/19/2019 01:00:00 AM,006XX W Drummond PL,0820,THEFT,$500 AND UNDER,APARTMENT,1935,019
11728603,JC312503,06/18/2019 10:40:00 PM,002XX W 63RD ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,0711,007
11730787,JC315521,06/18/2019 09:55:00 AM,096XX S BISHOP ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,2213,022
11729678,JC314535,06/18/2019 05:50:00 PM,002XX S CANAL ST,0870,THEFT,POCKET-PICKING,OTHER RAILROAD PROP / TRAIN DEPOT,0121,001
11726071,JC309961,06/17/2019 04:00:00 AM,001XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,0111,001
11729683,JC314212,06/17/2019 11:15:00 PM,068XX S RIDGELAND AVE,0810,THEFT,OVER $500,RESIDENCE,0332,003
11726099,JC309943,06/16/2019 10:10:00 PM,074XX N OSCEOLA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,1611,016
11729704,JC314797,06/15/2019 07:41:00 PM,090XX S BLACKSTONE AVE,0810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,0413,004
11727304,JC311791,06/15/2019 10:00:00 PM,011XX W DICKENS AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,1811,018
11723637,JC307592,06/15/2019 12:00:00 PM,007XX S SEELEY AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,1225,012
11723962,JC307193,06/14/2019 06:15:00 PM,022XX N CALIFORNIA AVE,0820,THEFT,$500 AND UNDER,CTA TRAIN,1431,014
11729695,JC314237,06/13/2019 03:15:00 PM,058XX N LINCOLN AVE,0820,THEFT,$500 AND UNDER,OTHER,2011,020
11722851,JC305591,06/12/2019 11:00:00 AM,029XX N HARLEM AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,2511,025
11719285,JC301532,06/11/2019 07:58:00 AM,078XX S CHAPPEL AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,0414,004
11726070,JC309730,06/11/2019 05:30:00 PM,055XX S EVERETT AVE,0890,THEFT,FROM BUILDING,APARTMENT,0235,002
11718130,JC300687,06/10/2019 02:20:00 PM,046XX S LAKE PARK AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0222,002
11719278,JC301257,06/10/2019 06:00:00 PM,008XX N HALSTED ST,0810,THEFT,OVER $500,STREET,1213,012
11718116,JC299787,06/09/2019 10:30:00 AM,0000X E OHIO ST,0870,THEFT,POCKET-PICKING,GROCERY FOOD STORE,1834,018
11718605,JC299794,06/09/2019 06:45:00 PM,045XX S LAKE SHORE DR SB,1320,CRIMINAL DAMAGE,TO VEHICLE,HIGHWAY/EXPRESSWAY,0222,002
11715786,JC297719,06/08/2019 10:40:00 AM,003XX N WELLS ST,0810,THEFT,OVER $500,SIDEWALK,1831,018
11716853,JC298530,06/08/2019 08:20:00 PM,016XX N SEDGWICK ST,0810,THEFT,OVER $500,CTA GARAGE / OTHER PROPERTY,1813,018
11718117,JC299797,06/08/2019 07:30:00 PM,008XX N Hermitage Ave,0820,THEFT,$500 AND UNDER,APARTMENT,1213,012
11722848,JC305596,06/03/2019 11:00:00 PM,001XX N HARBOR DR,0820,THEFT,$500 AND UNDER,VEHICLE - DELIVERY TRUCK,0114,001
11722867,JC306105,05/30/2019 04:00:00 PM,003XX W WACKER DR,0890,THEFT,FROM BUILDING,OTHER,0122,001
11718125,JC300332,06/08/2019 06:15:00 PM,010XX N RUSH ST,0890,THEFT,FROM BUILDING,RESTAURANT,1824,018
11715960,JC298165,06/08/2019 09:06:00 PM,0000X E IDA B WELLS DR,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,0121,001
11722856,JC305593,02/21/2019 08:10:00 PM,021XX W LE MOYNE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,1424,014
11716848,JC299136,06/08/2019 03:00:00 PM,005XX N STATE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,1834,018
11722868,JC306080,06/08/2019 08:00:00 PM,0000X E Grand Ave,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,1834,018
11719286,JC302069,06/07/2019 12:35:00 AM,010XX S DELANO CT E,0890,THEFT,FROM BUILDING,MOVIE HOUSE/THEATER,0123,001
11721688,JC304499,05/27/2019 12:25:00 PM,004XX N CLARK ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,1831,018
11718109,JC299783,06/07/2019 02:15:00 PM,001XX N MICHIGAN AVE,0870,THEFT,POCKET-PICKING,RESTAURANT,0114,001
11713517,JC294758,06/06/2019 03:35:00 AM,076XX S CICERO AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,MOVIE HOUSE/THEATER,0833,008
11719313,JC301523,05/31/2019 09:00:00 AM,002XX E CULLERTON ST,0820,THEFT,$500 AND UNDER,APARTMENT,0132,001
11719320,JC301840,06/01/2019 08:55:00 AM,043XX W MONROE ST,0890,THEFT,FROM BUILDING,RESIDENCE,1115,011
11712408,JC293621,06/05/2019 12:23:00 PM,064XX N HAMILTON AVE,0890,THEFT,FROM BUILDING,APARTMENT,2412,024
11719319,JC301615,05/31/2019 11:30:00 PM,062XX S WOODLAWN AVE,0820,THEFT,$500 AND UNDER,STREET,0314,003
11713202,JC294812,06/05/2019 02:00:00 AM,037XX S DEARBORN ST,0460,BATTERY,SIMPLE,APARTMENT,0213,002
11718121,JC300625,06/05/2019 12:01:00 AM,009XX S WABASH AVE,0810,THEFT,OVER $500,STREET,0123,001
11714712,JC296451,06/04/2019 03:10:00 PM,095XX S FOREST AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0511,005
11712409,JC293852,06/04/2019 08:00:00 PM,022XX W HURON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,1221,012
11709598,JC290419,06/03/2019 02:20:00 PM,037XX S DEARBORN ST,0560,ASSAULT,SIMPLE,APARTMENT,0213,002
11715789,JC297664,01/01/2019 02:00:00 PM,021XX W BELMONT AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1921,019
11715779,JC297237,05/12/2019 05:45:00 AM,0000X W TERMINAL ST,0810,THEFT,OVER $500,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,1651,016
11708732,JC289405,06/02/2019 02:25:00 PM,005XX E OAKWOOD BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0214,002
11714700,JC295635,06/01/2019 01:03:00 PM,039XX N DAMEN AVE,0820,THEFT,$500 AND UNDER,APARTMENT,1921,019
11714699,JC296608,05/24/2019 03:52:00 PM,072XX S FAIRFIELD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,0831,008
11711172,JC292267,06/01/2019 12:00:00 AM,026XX W EASTWOOD AVE,0820,THEFT,$500 AND UNDER,STREET,1911,019
11708718,JC289348,06/01/2019 04:30:00 PM,065XX N NEWGARD AVE,0890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,2432,024
11708738,JC289357,06/01/2019 05:16:00 AM,008XX W DICKENS AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),1812,018
11709930,JC290807,05/31/2019 12:00:00 AM,0000X E LAKE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0111,001
11712418,JC293095,03/01/2019 12:00:00 AM,113XX S edbrooke ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0531,005
11706630,JC286084,05/30/2019 03:51:00 PM,022XX W 47TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,0931,009
11707736,JC287798,05/30/2019 12:26:00 PM,026XX N NARRAGANSETT AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,2512,025
11711155,JC292076,04/22/2019 02:00:00 AM,011XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,ATM (AUTOMATIC TELLER MACHINE),1824,018
11705490,JC284241,05/29/2019 09:05:00 AM,0000X S RIVERSIDE PLZ,0820,THEFT,$500 AND UNDER,STREET,0121,001
11705496,JC284783,05/29/2019 10:00:00 PM,061XX S KENNETH AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),0813,008
11703075,JC282267,05/28/2019 12:50:00 PM,001XX S STATE ST,0890,THEFT,FROM BUILDING,RESTAURANT,0112,001
11703067,JC282181,05/28/2019 07:50:00 AM,009XX N MICHIGAN AVE,0810,THEFT,OVER $500,HOTEL/MOTEL,1833,018
11709915,JC290844,04/29/2019 07:30:00 PM,051XX N WESTERN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,DRUG STORE,2031,020
11707754,JC287733,05/25/2019 12:00:00 AM,014XX S state st,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,0131,001
11703089,JC282400,05/26/2019 11:29:00 AM,021XX W GRACE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,1921,019
11630494,JC194484,03/19/2019 04:30:00 PM,040XX W FOSTER AVE,0890,THEFT,FROM BUILDING,GROCERY FOOD STORE,1712,017
11630497,JC193763,03/19/2019 09:00:00 AM,015XX W 17TH ST,0820,THEFT,$500 AND UNDER,STREET,1233,012
11635490,JC199812,02/11/2019 05:50:00 PM,020XX N spaulding ave,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),1413,014
11634522,JC199087,03/20/2019 07:00:00 PM,022XX W PRATT BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,2411,024
11632505,JC196841,03/20/2019 01:00:00 AM,013XX W HOOD AVE,0810,THEFT,OVER $500,OTHER,2433,024
11633451,JC197744,03/20/2019 01:30:00 PM,018XX N MULLIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,2513,025
11635510,JC199955,02/01/2019 01:00:00 AM,041XX N SACRAMENTO AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1724,017
11642710,JC209088,03/31/2019 01:00:00 AM,015XX N WELLS ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,1821,018
11642709,JC208560,03/31/2019 11:00:00 AM,0000X E MONROE ST,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,0112,001
11630479,JC194472,03/21/2019 12:00:00 PM,008XX N MOZART ST,0820,THEFT,$500 AND UNDER,APARTMENT,1211,012
11634518,JC198752,03/22/2019 09:30:00 PM,039XX S ASHLAND AVE,0820,THEFT,$500 AND UNDER,OTHER,0924,009
11632515,JC196656,03/22/2019 03:30:00 PM,013XX S Wabash Ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0131,001
11637756,JC202597,03/22/2019 05:00:00 PM,015XX N WOOD ST,0890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,1424,014
11637485,JC202968,03/22/2019 12:00:00 AM,023XX N ELSTON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,1432,014
11638790,JC204322,01/02/2019 04:00:00 PM,0000X W TERMINAL ST,0810,THEFT,OVER $500,AIRPORT EXTERIOR - NON-SECURE AREA,1651,016
11636635,JC201568,03/26/2019 06:20:00 PM,007XX E 89TH PL,0810,THEFT,OVER $500,RESIDENCE,0633,006
11637751,JC202433,03/26/2019 12:30:00 PM,008XX N HERMITAGE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,1213,012
